HrsWork,Educ,Earnings ,Race,Gender
40,16,41,White,Male
0,16,41,White,Female
40,16,41,White,Male
40,16,41,White,Female
44,16,41,White,Female
40,16,41.111,White,Male
40,16,41.392,White,Male
36,16,41.5,White,Female
40,16,41.5,White,Female
40,16,41.912,White,Female
40,16,42,White,Male
40,16,42,White,Female
40,16,42,White,Female
57,16,42,White,Male
40,16,42,White,Male
45,16,42,White,Male
40,16,42,White,Female
40,16,42,Black,Female
50,16,42,White,Male
60,16,42,White,Female
60,16,42,White,Male
50,16,42,White,Male
40,16,42,White,Female
50,16,42,White,Female
45,16,42,White,Male
40,16,42.344,White,Female
50,16,42.4,White,Female
40,16,42.5,White,Male
40,16,42.5,White,Male
40,16,43,White,Female
65,16,43,White,Male
40,16,43,White,Female
40,16,43,White,Male
50,16,43,White,Female
38,16,43,Black,Female
40,16,43,White,Female
40,16,43,White,Female
40,16,43,White,Female
40,16,43,White,Male
40,16,44,Black,Male
0,16,44,Black,Male
35,16,44,White,Female
55,16,44,White,Male
50,16,44,White,Female
44,16,44,White,Female
0,16,44,White,Male
55,16,44,White,Female
40,16,44.307,White,Male
40,16,44.651,White,Female
55,16,44.85,Black,Male
60,16,44.85,White,Male
40,16,44.88,White,Male
55,16,45,White,Male
40,16,45,White,Male
0,16,45,White,Male
45,16,45,White,Female
40,16,45,White,Male
50,16,45,White,Female
40,16,45,AsianPI,Male
45,16,45,White,Male
52,16,45,White,Male
36,16,45,White,Female
50,16,45,White,Female
44,16,45,White,Male
48,16,45,White,Male
40,16,45,Black,Female
50,16,45,White,Male
40,16,45,Black,Female
40,16,45,Black,Male
43,16,45,White,Female
45,16,45,White,Male
45,16,45,White,Female
40,16,45,White,Male
50,16,45.9,White,Male
40,16,46,White,Male
60,16,46,White,Male
50,16,46,White,Male
40,16,46,White,Female
85,16,46,White,Male
40,16,46,White,Female
40,16,46,White,Female
47,16,46.2,White,Male
40,16,46.5,White,Male
40,16,46.747,White,Male
40,16,46.8,White,Male
50,16,47,White,Female
60,16,47,White,Male
48,16,47,White,Male
50,16,47,White,Male
40,16,47,White,Female
36,16,47,White,Female
47,16,47.239,White,Male
40,16,47.44,White,Female
45,16,47.49,White,Male
45,16,47.5,White,Male
50,16,47.5,Black,Male
45,16,47.668,White,Female
50,16,48,White,Male
60,16,48,White,Female
48,16,48,White,Male
50,16,48,White,Male
40,16,48,White,Female
50,16,48,White,Male
40,16,48,White,Male
40,16,48,Black,Male
48,16,48,White,Male
65,16,48,White,Male
75,16,48,White,Male
45,16,48,White,Male
41,16,48,Black,Male
50,16,48,White,Male
65,16,48,White,Male
44,16,48,White,Female
40,16,48,White,Male
40,16,48,White,Male
0,16,48,White,Male
40,16,48.2,White,Male
40,16,48.32,White,Female
40,16,48.5,White,Male
40,16,49,White,Male
35,16,49,White,Female
40,16,49,White,Male
48,16,49.47,White,Male
40,16,49.5,White,Female
45,16,49.9,White,Male
37,16,49.915,White,Female
40,16,50,White,Male
40,16,50,White,Female
40,16,50,White,Male
40,16,50,White,Male
45,16,50,White,Male
40,16,50,AsianPI,Male
40,16,50,White,Female
59,16,50,White,Male
60,16,50,White,Male
40,16,50,White,Male
38,16,50,White,Male
55,16,50,White,Male
60,16,50,White,Male
45,16,50,White,Male
40,16,50,Black,Male
40,16,50,Black,Male
40,16,50,White,Female
50,16,50,White,Female
45,16,50,White,Male
40,16,50,White,Male
40,16,50,White,Female
40,16,50,White,Female
60,16,50,Black,Male
60,16,50,Black,Male
40,16,50,White,Male
40,16,50,White,Male
36,16,50,White,Female
45,16,50,White,Male
40,16,50,White,Male
41,16,50,White,Female
50,16,50,White,Male
50,16,50,Black,Female
50,16,50,White,Male
45,16,50,White,Male
40,16,50,White,Male
45,16,50.45,White,Female
58,16,51,White,Male
50,16,51,White,Female
45,16,51,White,Male
40,16,51,White,Male
48,16,51.108,White,Male
40,16,51.13,White,Female
40,16,51.458,White,Male
40,16,51.6,White,Male
55,16,52,White,Male
40,16,52,White,Male
45,16,52,White,Male
50,16,52,White,Male
75,16,52,White,Male
40,16,52,White,Male
40,16,52,AsianPI,Male
40,16,52,White,Male
40,16,52,White,Male
50,16,52,White,Male
42,16,52,White,Female
0,16,52,Black,Female
42,16,52,White,Male
50,16,52,White,Male
40,16,52,White,Female
40,16,52.45,White,Female
50,16,52.5,Black,Female
40,16,52.8,White,Male
65,16,53,White,Male
40,16,53,White,Male
50,16,53,White,Female
55,16,53,White,Male
40,16,53,White,Male
60,16,53,White,Female
40,16,53,White,Male
50,16,53,White,Male
50,16,53.23,White,Male
40,16,53.23,White,Male
40,16,53.5,White,Female
0,16,53.613,Black,Female
50,16,54,White,Male
50,16,54,White,Male
40,16,54,White,Female
42,16,54,White,Female
40,16,55,White,Male
40,16,55,White,Female
40,16,55,White,Male
0,16,55,Black,Female
50,16,55,White,Female
0,16,55,White,Female
45,16,55,White,Male
40,16,55,White,Female
40,16,55,White,Male
0,16,55,White,Male
0,16,55,White,Female
44,16,55,White,Male
40,16,55,White,Female
50,16,55,White,Female
40,16,55,White,Male
40,16,55,White,Female
50,16,55,White,Male
40,16,55,White,Female
45,16,55,White,Male
50,16,55,White,Male
50,16,55,White,Male
50,16,55,White,Male
48,16,55,White,Male
50,16,55,White,Male
45,16,55,White,Female
50,16,55,White,Male
50,16,55,White,Male
40,16,55.4,Black,Male
40,16,55.8,White,Female
45,16,55.8,White,Male
0,16,56,White,Male
60,16,56,Black,Male
40,16,56,AsianPI,Female
55,16,56,White,Male
45,16,56,White,Female
80,16,56,White,Male
55,16,56,White,Male
44,16,56,White,Female
80,16,56,White,Female
50,16,56,White,Female
50,16,56.5,White,Male
50,16,57,White,Male
0,16,57,White,Male
40,16,57,White,Male
50,16,57.5,White,Male
38,16,57.782,White,Female
40,16,57.782,White,Female
0,16,58,White,Female
50,16,58,White,Female
60,16,58,White,Female
37,16,58,White,Male
40,16,58,White,Female
38,16,58,White,Female
45,16,58,White,Female
45,16,58,White,Male
40,16,58,White,Female
40,16,58.328,White,Male
40,16,59.089,White,Male
40,16,59.28,White,Male
55,16,59.925,White,Male
60,16,60,White,Male
50,16,60,White,Female
50,16,60,White,Male
60,16,60,White,Male
45,16,60,White,Female
65,16,60,White,Female
40,16,60,White,Male
40,16,60,White,Female
60,16,60,White,Male
70,16,60,White,Male
43,16,60,White,Male
55,16,60,White,Male
50,16,60,White,Female
40,16,60,White,Male
40,16,60,AsianPI,Female
40,16,60,AsianPI,Female
40,16,60,AsianPI,Male
41,16,60,White,Male
0,16,60,White,Male
45,16,60,White,Female
70,16,60,White,Female
45,16,60,White,Male
45,16,60,White,Male
38,16,60,White,Male
50,16,60,White,Male
40,16,60,White,Male
0,16,60,White,Male
50,16,60,White,Male
40,16,60,White,Female
50,16,60,White,Male
45,16,60,White,Male
40,16,60,White,Female
40,16,60,White,Male
50,16,60,White,Male
45,16,60.5,White,Male
50,16,61,White,Female
50,16,61,White,Female
65,16,61,White,Male
50,16,61,White,Male
60,16,61.601,White,Male
55,16,62,White,Male
55,16,62,White,Male
40,16,62,White,Female
42,16,62,White,Male
52,16,62,White,Male
40,16,62,White,Female
40,16,62,White,Male
53,16,62,White,Female
40,16,62,White,Male
45,16,62,White,Male
52,16,62,White,Male
50,16,62,White,Male
44,16,62.4,White,Female
0,16,62.4,Black,Female
45,16,63,White,Male
50,16,63,White,Female
40,16,63,White,Male
55,16,63,White,Male
80,16,63,White,Male
0,16,63,White,Male
40,16,63.36,White,Male
50,16,63.5,White,Female
45,16,64,White,Male
44,16,64,White,Female
70,16,64,White,Male
50,16,64.1,Black,Female
43,16,64.5,White,Male
50,16,65,White,Male
